country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,2003,2,short,4,12,113,8,3,3,4,7,14,24,58,112,162,209,271,372,573,835,1276,2028,4511,3455,6335,5607,8688,8353,10868
USA,2003,2,short,4,13,3,1,1,1,5,10,13,18,18,25,36,50,68,103,136,228,358,615,1497,1041,2286,1854,3683,3356,5810
USA,2003,2,short,4,14,45,2,1,1,5,14,20,23,26,32,45,65,112,207,349,596,1013,1860,4781,3535,6933,5966,10058,9642,12765
USA,2003,2,short,4,15,5132,42,10,10,9,10,9,12,11,13,14,18,23,23,22,21,32,45,75,60,101,88,142,127,241
USA,2003,2,short,4,16,307,120,55,63,267,296,258,270,329,380,379,339,300,289,339,472,721,1248,2891,2201,4083,3494,5988,5617,8400
USA,2004,2,short,4,0,6243,277,131,153,393,473,550,727,1092,1754,2630,3711,5579,8886,13704,21735,34775,59158,144472,104974,212365,181777,311701,292062,440749
USA,2004,2,short,4,1,102,13,4,4,7,14,32,54,84,118,138,169,177,246,346,534,832,1332,2644,2096,3584,3239,4706,4570,5597
USA,2004,2,short,4,2,39,29,26,24,32,41,69,136,261,512,903,1461,2377,3735,5402,7442,9601,12051,15567,14686,17083,16770,18102,18083,18227
USA,2004,2,short,4,3,19,4,3,2,4,5,8,8,10,16,19,24,27,41,55,83,130,222,590,393,930,764,1471,1344,2305
USA,2004,2,short,4,4,44,9,5,6,8,16,21,35,46,71,119,187,317,490,748,1153,1702,2627,5159,4068,7033,6246,9590,9095,12841
USA,2004,2,short,4,5,0,1,0,1,4,7,8,13,21,33,50,44,43,56,96,241,673,1890,8153,4923,13706,10855,22967,21356,33551
USA,2004,2,short,4,6,85,22,11,12,12,17,18,22,30,43,69,102,152,233,382,736,1767,3926,11740,8313,17630,15299,25199,24160,32025
USA,2004,2,short,4,7,103,13,5,7,13,23,42,69,130,240,409,649,1033,1800,2984,5231,9254,18161,54920,36735,86177,71260,134624,123842,205469
USA,2004,2,short,4,8,30,2,2,2,3,7,10,19,32,70,112,156,233,375,680,1286,2604,5347,14461,10565,21158,18639,29340,28052,37802
USA,2004,2,short,4,9,10,1,0,1,0,3,5,8,12,18,26,35,58,103,191,350,629,1144,3248,2182,5080,4075,8347,7586,13349
USA,2004,2,short,4,10,71,12,2,2,3,4,4,8,13,24,31,43,69,116,187,380,785,1711,6029,3730,9982,7960,16547,14711,28613
USA,2004,2,short,4,11,77,8,3,4,6,8,10,12,25,46,88,152,322,689,1242,2194,3428,5022,8468,7310,10458,9684,12974,12657,15055
USA,2004,2,short,4,12,135,6,2,3,5,8,10,20,51,103,163,206,262,380,538,823,1222,1979,4393,3358,6174,5456,8506,8269,10056
USA,2004,2,short,4,13,3,1,1,2,4,8,13,12,19,26,35,46,73,94,146,224,350,618,1423,1015,2124,1753,3329,3034,5268
USA,2004,2,short,4,14,42,1,1,1,6,17,23,27,26,30,45,73,116,195,342,579,1034,1828,4702,3396,6948,5998,10034,9534,13320
USA,2004,2,short,4,15,5138,37,11,9,11,9,10,10,8,12,13,17,20,21,23,20,27,47,64,53,85,74,120,102,239
USA,2004,2,short,4,16,347,119,55,73,277,284,265,274,322,393,410,346,301,312,343,458,735,1252,2909,2152,4211,3707,5846,5666,7034
USA,2005,2,short,4,0,6325,257,135,142,366,480,548,744,1093,1756,2652,3799,5493,8809,13473,21486,34629,58721,147041,105976,217627,185419,322251,302154,455553
USA,2005,2,short,4,1,119,11,4,4,8,13,28,52,76,107,135,174,181,236,351,550,852,1377,2826,2231,3848,3429,5209,5077,6084
USA,2005,2,short,4,2,36,25,26,24,30,41,66,131,257,520,926,1481,2310,3691,5200,7321,9567,11900,15668,14801,17160,16818,18269,18320,17929
USA,2005,2,short,4,3,20,4,1,1,3,5,6,8,12,16,20,27,29,42,59,89,135,205,584,415,876,693,1470,1315,2498
USA,2005,2,short,4,4,54,9,4,7,9,17,22,32,50,69,109,198,309,497,773,1149,1750,2652,5365,4249,7282,6462,9947,9315,14137
USA,2005,2,short,4,5,1,0,0,1,2,7,9,11,23,34,50,50,49,66,113,279,754,2179,9519,5707,16072,12746,26878,25023,39179
USA,2005,2,short,4,6,76,17,11,12,13,16,18,20,30,47,75,111,158,247,383,787,1804,4126,12672,8838,19261,16457,28371,27432,34595
USA,2005,2,short,4,7,87,9,6,6,12,24,40,73,128,235,406,644,1008,1779,2899,5007,9014,17548,54545,35969,86474,71272,135856,125274,206044
USA,2005,2,short,4,8,28,3,3,1,4,6,9,17,34,69,115,163,218,359,639,1207,2394,4968,13497,9781,19885,17486,27679,26260,37092
USA,2005,2,short,4,9,10,0,0,0,1,3,6,7,11,19,24,36,54,100,179,318,605,1112,3244,2187,5062,4130,8092,7456,12315
USA,2005,2,short,4,10,76,9,3,3,2,4,8,10,13,25,35,49,71,121,201,405,804,1751,6347,3931,10498,8250,17800,15915,30303
USA,2005,2,short,4,11,71,8,4,3,4,8,8,17,25,48,96,167,329,695,1276,2256,3569,5208,9139,7787,11463,10521,14525,14216,16578
USA,2005,2,short,4,12,127,7,3,2,4,7,13,23,48,103,158,208,265,365,541,807,1201,1938,4303,3290,6045,5371,8235,8001,9787
USA,2005,2,short,4,13,1,1,1,2,3,9,12,14,18,26,35,45,68,92,140,217,341,598,1429,996,2172,1762,3505,3200,5526
USA,2005,2,short,4,14,42,1,1,1,7,19,25,27,29,30,44,64,113,185,347,601,1074,1864,4845,3546,7078,6144,10112,9523,14020
USA,2005,2,short,4,15,5216,38,13,10,8,10,11,10,10,13,14,18,21,23,17,20,22,36,70,59,87,84,98,95,118
USA,2005,2,short,4,16,363,113,55,63,254,292,267,292,330,395,410,363,310,311,355,473,740,1257,2988,2187,4363,3796,6205,5731,9347
USA,2006,2,short,4,0,6321,268,124,131,361,488,572,730,1086,1739,2636,3767,5518,8489,12999,20812,33640,56628,140848,101054,210571,179479,311165,291453,442492
USA,2006,2,short,4,1,115,11,4,4,7,15,28,45,75,102,135,164,189,239,354,561,875,1412,2738,2205,3672,3377,4625,4560,5065
USA,2006,2,short,4,2,36,28,23,22,28,40,71,135,256,495,905,1452,2295,3568,5149,7268,9557,11712,15475,14403,17353,17023,18423,18538,17654
USA,2006,2,short,4,3,23,3,1,2,3,4,6,8,11,15,20,26,30,40,55,84,115,201,470,334,710,566,1175,1082,1794
USA,2006,2,short,4,4,42,12,4,5,8,17,24,34,45,76,112,188,316,472,721,1067,1608,2446,4785,3846,6430,5699,8794,8198,12763
USA,2006,2,short,4,5,0,0,1,1,2,7,10,13,24,38,52,54,55,76,139,353,1022,2788,12093,7296,20498,16466,33543,31236,48911
USA,2006,2,short,4,6,86,16,9,11,15,18,20,23,29,49,70,108,161,239,382,776,1794,4088,12521,8675,19260,16731,27443,26449,34064
USA,2006,2,short,4,7,83,10,4,7,12,25,40,71,120,238,405,631,1007,1667,2668,4691,8478,16338,51027,33503,81730,66871,129803,119050,201438
USA,2006,2,short,4,8,31,4,2,2,4,6,8,17,32,67,106,159,221,361,602,1165,2280,4591,12292,8972,18110,15778,25656,24594,32733
USA,2006,2,short,4,9,13,1,0,0,2,3,4,7,10,14,26,31,49,86,157,297,534,957,2566,1724,4043,3375,6203,5696,9580
USA,2006,2,short,4,10,65,10,3,1,4,5,6,11,13,22,32,45,61,102,187,352,712,1569,5265,3239,8815,6924,14934,13383,25267
USA,2006,2,short,4,11,80,7,4,3,5,6,10,16,21,49,92,167,316,647,1251,2133,3353,4930,8498,7222,10732,9853,13578,13231,15889
USA,2006,2,short,4,12,130,7,3,3,3,8,11,24,49,104,161,220,274,365,506,791,1191,1879,4176,3142,5986,5304,8193,7919,10014
USA,2006,2,short,4,13,4,0,1,2,5,8,12,13,18,25,33,43,69,94,128,212,337,554,1241,864,1901,1587,2917,2611,4949
USA,2006,2,short,4,14,34,1,1,1,5,19,24,26,28,30,43,73,118,197,343,577,1031,1881,4718,3466,6913,6116,9493,8954,13081
USA,2006,2,short,4,15,5231,40,11,7,9,9,9,9,9,10,14,13,19,20,18,18,24,29,57,48,73,65,100,85,203
USA,2006,2,short,4,16,347,118,54,60,251,297,289,279,343,404,430,391,339,314,340,466,731,1251,2926,2117,4344,3744,6286,5866,9088
USA,2007,2,short,4,0,6377,265,124,135,349,479,570,726,1061,1671,2586,3746,5327,8262,12730,20145,32989,55319,137155,98265,206290,175043,306274,286447,438729
USA,2007,2,short,4,1,114,10,3,3,7,14,27,44,70,102,135,171,194,242,354,544,855,1366,2726,2224,3619,3240,4830,4685,5792
USA,2007,2,short,4,2,35,27,26,25,28,41,63,127,248,480,879,1416,2217,3479,5138,7093,9409,11750,15114,14138,16848,16415,18235,18296,17826
USA,2007,2,short,4,3,25,5,2,1,3,4,6,6,10,14,18,23,29,43,59,95,130,216,553,377,868,720,1340,1280,1743
USA,2007,2,short,4,4,54,8,4,4,8,14,23,31,45,75,105,191,293,461,647,1032,1600,2399,4710,3767,6386,5726,8496,7920,12344
USA,2007,2,short,4,5,0,0,0,1,2,5,9,10,13,30,40,39,48,69,123,340,999,2810,11984,7107,20653,16532,33842,31080,52296
USA,2007,2,short,4,6,102,16,10,11,14,18,17,27,32,45,69,109,163,237,403,807,1884,4118,12533,8612,19502,16609,28758,27393,37873
USA,2007,2,short,4,7,96,12,5,6,11,27,44,69,121,220,387,618,944,1578,2536,4386,8028,15523,48589,31769,78490,64017,124800,114878,191080
USA,2007,2,short,4,8,28,4,2,3,3,5,9,17,32,61,106,157,210,335,599,1089,2176,4416,12108,8791,18006,15757,25201,24318,31097
USA,2007,2,short,4,9,14,1,0,0,2,2,4,6,11,16,22,32,48,82,145,289,520,895,2436,1663,3812,3064,6206,5528,10741
USA,2007,2,short,4,10,55,9,3,3,3,4,7,9,13,19,30,42,60,95,167,326,667,1361,4831,2979,8124,6378,13712,12069,24686
USA,2007,2,short,4,11,75,8,4,4,5,7,10,14,23,43,87,167,302,645,1215,2111,3391,5021,8596,7221,11039,10144,13905,13533,16392
USA,2007,2,short,4,12,139,9,2,3,4,9,14,22,50,97,167,226,276,367,505,773,1188,1822,4005,3030,5738,5096,7791,7551,9391
USA,2007,2,short,4,13,4,1,0,2,3,8,11,13,16,22,31,44,58,93,143,199,331,519,1225,893,1814,1491,2847,2604,4470
USA,2007,2,short,4,14,43,2,1,1,6,16,23,28,33,30,48,73,119,188,348,599,1058,1828,4652,3454,6783,5909,9580,8855,14423
USA,2007,2,short,4,15,5200,40,11,9,8,8,9,9,11,13,12,18,17,19,16,17,22,39,53,50,60,54,79,74,112
USA,2007,2,short,4,16,393,111,50,59,241,297,295,292,333,405,449,421,348,329,331,447,730,1236,3040,2190,4549,3892,6653,6382,8463
USA,2008,2,short,4,0,6166,258,113,125,320,456,558,710,1033,1665,2603,3758,5279,8173,12727,20181,33065,55575,138344,98367,209589,176893,313891,293433,450880
USA,2008,2,short,4,1,116,12,2,3,7,14,23,42,60,95,125,169,202,256,369,548,915,1442,2793,2260,3742,3366,4942,4746,6251
USA,2008,2,short,4,2,30,27,28,22,27,39,67,122,245,463,858,1404,2142,3343,5087,6981,9265,11646,15058,14066,16825,16441,18051,17868,19271
USA,2008,2,short,4,3,19,5,2,2,3,3,6,8,11,13,17,23,32,41,59,87,140,218,546,374,853,706,1324,1203,2129
USA,2008,2,short,4,4,62,9,5,5,7,15,23,33,46,73,112,173,286,450,668,1038,1532,2310,4652,3678,6387,5661,8700,8189,12119
USA,2008,2,short,4,5,1,0,1,0,2,4,7,9,16,28,36,48,49,70,139,391,1142,3280,13803,8194,23799,18898,39436,36463,59341
USA,2008,2,short,4,6,101,16,9,12,14,18,20,23,29,52,75,109,163,256,401,855,1959,4372,13359,9238,20704,17459,31055,29823,39306
USA,2008,2,short,4,7,94,12,5,6,11,22,44,72,118,232,401,641,931,1577,2472,4280,7866,15089,47664,30840,77648,63092,124082,113979,191731
USA,2008,2,short,4,8,37,5,2,3,3,5,10,15,31,60,104,146,215,320,573,1067,2155,4278,11622,8294,17553,15255,24885,23596,33520
USA,2008,2,short,4,9,6,1,0,0,2,3,4,7,11,15,23,31,46,79,134,250,452,819,2246,1514,3550,2860,5749,5291,8818
USA,2008,2,short,4,10,67,12,2,3,3,5,7,11,15,23,38,55,70,113,182,356,692,1444,4938,3024,8349,6488,14286,12673,25085
USA,2008,2,short,4,11,59,9,3,5,6,8,11,14,21,48,97,180,310,678,1315,2289,3667,5382,9180,7686,11842,10793,15188,14778,17933
USA,2008,2,short,4,12,141,7,3,3,4,8,13,29,50,104,169,233,289,370,512,756,1183,1809,3921,2964,5626,4901,7939,7689,9609
USA,2008,2,short,4,13,6,0,1,1,4,8,10,13,18,21,33,40,59,89,134,200,325,520,1192,840,1819,1537,2717,2450,4504
USA,2008,2,short,4,14,46,1,1,1,5,17,24,28,29,31,41,70,113,199,333,596,1009,1703,4229,3113,6218,5385,8875,8329,12529
USA,2008,2,short,4,15,4980,36,10,9,8,10,9,8,9,10,13,18,21,20,16,18,24,29,55,45,72,63,100,111,27
USA,2008,2,short,4,16,403,106,42,50,214,276,280,276,323,398,459,417,351,311,334,471,738,1235,3087,2237,4602,3987,6564,6243,8708
USA,2009,2,short,4,0,5886,247,114,127,310,455,578,740,1044,1642,2602,3808,5276,7942,12282,19477,31786,53361,129961,93377,195263,165010,290689,271628,418171
USA,2009,2,short,4,1,168,10,4,5,6,11,24,38,58,87,122,164,209,256,374,558,888,1460,2816,2295,3747,3348,5006,4907,5664
USA,2009,2,short,4,2,33,26,24,22,27,38,68,129,246,465,865,1423,2131,3299,4888,6892,9096,11448,14683,13848,16173,15711,17630,17674,17333
USA,2009,2,short,4,3,22,4,2,2,3,4,6,8,10,17,19,23,29,39,55,81,115,207,512,340,819,660,1320,1192,2176
USA,2009,2,short,4,4,45,8,4,6,9,16,24,31,46,69,112,179,280,419,621,943,1478,2228,4396,3512,5974,5250,8259,7863,10908
USA,2009,2,short,4,5,0,1,1,1,1,5,7,8,16,22,36,47,50,69,146,391,1195,3233,13498,8123,23091,18374,37969,34883,58608
USA,2009,2,short,4,6,80,18,9,12,14,19,20,25,34,49,69,108,163,255,397,798,1843,4165,12547,8652,19499,16536,28846,27407,38468
USA,2009,2,short,4,7,92,10,6,5,11,24,39,71,120,223,378,607,919,1490,2376,4067,7433,14261,44038,28784,71266,58041,112980,103603,175690
USA,2009,2,short,4,8,31,3,1,2,2,6,9,15,29,57,104,145,195,316,512,1026,2048,4000,10715,7770,15970,13895,22517,21586,28740
USA,2009,2,short,4,9,12,0,0,1,1,2,4,8,10,17,24,32,40,73,133,226,441,776,2078,1432,3231,2642,5087,4518,8889
USA,2009,2,short,4,10,69,13,5,7,7,12,20,20,22,36,51,73,85,118,187,330,635,1266,4070,2539,6802,5323,11469,10294,19326
USA,2009,2,short,4,11,57,10,5,4,6,9,14,17,27,46,105,200,332,648,1267,2190,3467,5205,8722,7276,11304,10257,14605,14119,17857
USA,2009,2,short,4,12,42,4,2,2,3,8,16,26,51,104,171,238,293,366,497,749,1125,1672,3596,2747,5110,4569,6818,6488,9021
USA,2009,2,short,4,13,4,1,1,1,1,7,10,12,17,23,32,46,57,82,127,198,301,478,1113,796,1680,1369,2664,2408,4379
USA,2009,2,short,4,14,27,2,1,1,7,22,28,31,35,35,51,72,108,188,333,567,1008,1723,4119,3053,6022,5102,8926,8351,12770
USA,2009,2,short,4,15,4852,35,10,8,10,9,10,8,9,9,12,14,20,20,21,15,18,26,54,45,69,68,73,69,105
USA,2009,2,short,4,16,352,102,40,49,202,262,280,292,314,383,453,436,364,305,347,447,695,1215,3006,2165,4506,3867,6520,6264,8235
USA,2010,2,short,4,0,5608,234,101,121,283,446,556,722,1032,1538,2505,3742,5214,7738,12158,19117,31494,53179,130765,92941,197196,166010,294882,275629,422298
USA,2010,2,short,4,1,159,10,4,3,5,10,19,33,48,72,108,154,212,242,349,546,878,1397,2730,2231,3608,3199,4890,4732,5937
USA,2010,2,short,4,2,29,24,23,26,25,37,66,125,231,436,833,1421,2106,3208,4860,6788,9026,11548,14699,13782,16308,15896,17599,17593,17638
USA,2010,2,short,4,3,22,4,2,2,2,4,7,7,10,13,17,23,29,37,54,80,124,208,517,339,829,656,1372,1268,2062
USA,2010,2,short,4,4,44,9,5,5,8,16,25,33,48,72,108,173,265,410,611,926,1397,2200,4377,3397,6099,5352,8438,8024,11179
USA,2010,2,short,4,5,1,1,0,1,2,4,9,11,14,22,36,46,52,79,165,424,1303,3591,15039,8955,25723,20505,42070,39023,62229
USA,2010,2,short,4,6,85,14,9,10,13,18,18,21,34,45,70,111,159,251,429,817,1949,4278,13036,8953,20207,17104,29927,28379,40170
USA,2010,2,short,4,7,71,9,4,6,10,20,37,69,120,213,389,604,903,1429,2318,3881,7181,13754,43164,27810,70129,56566,112616,103184,175043
USA,2010,2,short,4,8,35,3,2,2,3,5,8,17,28,58,91,141,190,305,520,1002,1989,3927,10610,7600,15898,13778,22538,21616,28643
USA,2010,2,short,4,9,12,0,0,0,2,2,3,8,11,15,26,31,44,75,124,218,414,761,1997,1360,3117,2543,4917,4492,7726
USA,2010,2,short,4,10,50,7,3,2,2,6,7,10,13,21,31,45,64,100,168,308,592,1222,3923,2455,6500,5088,10922,9660,19278
USA,2010,2,short,4,11,70,10,3,5,5,8,10,15,25,43,100,191,327,607,1236,2161,3498,5147,8692,7258,11209,10277,14128,13632,17414
USA,2010,2,short,4,12,45,5,2,2,4,7,15,27,52,92,174,240,290,377,506,737,1107,1680,3557,2689,5080,4456,7033,6771,8770
USA,2010,2,short,4,13,4,1,1,2,3,6,9,13,16,21,28,42,56,86,125,190,293,450,1077,770,1616,1297,2613,2366,4248
USA,2010,2,short,4,14,29,1,1,1,6,16,25,29,32,34,45,73,114,186,328,579,988,1720,4178,3072,6120,5254,8831,8220,12868
USA,2010,2,short,4,15,4601,40,9,7,7,8,8,9,10,10,13,15,20,20,18,19,23,28,52,40,75,70,89,76,174
USA,2010,2,short,4,16,350,97,36,47,187,278,290,296,340,372,438,432,383,327,348,442,732,1268,3117,2228,4677,3969,6898,6593,8919
USA,2011,2,short,4,0,5514,233,107,114,282,440,559,761,1025,1568,2512,3781,5277,7806,11893,18901,31235,53388,131585,93021,196531,165110,296901,277692,422946
USA,2011,2,short,4,1,131,11,5,3,5,11,17,32,48,72,107,153,206,260,357,534,892,1353,2862,2340,3741,3357,4966,4804,6032
USA,2011,2,short,4,2,27,26,22,19,27,40,63,122,234,435,809,1399,2099,3188,4687,6639,8874,11369,14580,13602,16228,15819,17533,17621,16952
USA,2011,2,short,4,3,22,3,3,2,3,3,5,9,9,13,20,24,30,39,55,84,133,201,514,341,806,641,1331,1196,2217
USA,2011,2,short,4,4,33,8,4,5,8,14,24,35,48,77,122,184,288,441,645,954,1472,2266,4388,3440,5985,5208,8468,7993,11587
USA,2011,2,short,4,5,1,1,0,1,2,6,7,10,12,23,41,49,57,88,174,470,1449,4036,16728,9901,28224,22277,47219,44023,68189
USA,2011,2,short,4,6,69,14,9,9,14,17,21,23,30,46,68,108,165,248,440,811,1969,4381,13087,8940,20069,16862,30316,28934,39388
USA,2011,2,short,4,7,79,11,6,5,9,21,39,73,123,212,374,596,906,1429,2220,3803,6875,13439,42244,27124,67706,54668,109358,100102,170094
USA,2011,2,short,4,8,32,2,2,2,3,5,8,16,29,51,91,132,189,312,502,951,1982,3928,10255,7291,15248,13264,21585,20526,28539
USA,2011,2,short,4,9,13,0,0,0,2,2,4,7,10,17,25,31,42,72,120,212,397,706,1909,1289,2952,2382,4774,4280,8012
USA,2011,2,short,4,10,55,10,4,3,3,7,11,12,15,26,34,51,73,111,181,324,609,1265,4094,2505,6769,5275,11541,10222,20195
USA,2011,2,short,4,11,72,7,3,5,5,7,9,15,22,43,99,200,339,616,1227,2163,3534,5404,9108,7577,11688,10656,14984,14586,17596
USA,2011,2,short,4,12,39,4,2,2,3,7,15,29,51,98,185,264,317,385,493,744,1090,1679,3539,2662,5016,4436,6867,6569,8823
USA,2011,2,short,4,13,3,1,1,1,3,5,7,12,15,20,29,42,58,86,120,184,306,480,1097,774,1641,1338,2610,2342,4364
USA,2011,2,short,4,14,24,1,0,1,4,17,24,28,31,33,39,69,100,182,296,543,914,1574,3844,2847,5524,4743,8019,7603,10753
USA,2011,2,short,4,15,4550,33,8,9,8,8,8,10,9,9,13,17,23,19,19,19,20,27,55,47,67,63,79,88,24
USA,2011,2,short,4,16,364,101,37,45,184,270,297,327,338,393,456,462,385,331,357,465,718,1280,3281,2339,4868,4121,7251,6804,10181
USA,2012,2,short,4,0,5438,232,101,114,274,443,572,746,1021,1538,2472,3754,5353,7664,11838,18543,30776,52682,130179,91991,191736,161114,290779,271024,418896
USA,2012,2,short,4,1,136,12,2,2,5,9,17,26,41,68,102,144,205,260,355,545,860,1381,2663,2172,3455,3115,4555,4405,5530
USA,2012,2,short,4,2,28,29,22,23,26,39,64,126,228,427,795,1383,2114,3108,4652,6548,8793,11247,14418,13619,15706,15280,17085,17018,17518
USA,2012,2,short,4,3,17,4,2,2,3,4,5,7,10,14,17,23,35,39,62,84,134,214,504,332,782,642,1234,1141,1836
USA,2012,2,short,4,4,39,7,3,4,9,15,25,35,49,75,118,177,282,423,637,932,1425,2200,4373,3403,5938,5261,8128,7624,11399
USA,2012,2,short,4,5,1,1,0,0,1,7,11,13,17,24,39,51,59,89,189,506,1576,4335,17803,10635,29358,23241,49144,45358,73699
USA,2012,2,short,4,6,77,15,9,9,13,20,22,21,33,47,69,110,167,260,427,802,1943,4261,12732,8709,19218,16228,28888,27279,39320
USA,2012,2,short,4,7,78,10,4,5,10,20,38,66,126,211,377,592,917,1417,2214,3664,6754,13047,41415,26455,65529,52847,106549,97587,164667
USA,2012,2,short,4,8,27,3,2,3,3,4,8,15,26,50,93,136,188,289,489,932,1875,3760,10103,7168,14833,12935,20972,20055,26923
USA,2012,2,short,4,9,15,0,0,0,1,3,5,7,13,17,24,31,43,72,120,203,388,705,1888,1280,2867,2305,4684,4218,7705
USA,2012,2,short,4,10,46,6,2,2,2,3,6,9,13,20,30,43,70,97,163,295,575,1186,3801,2373,6104,4738,10523,9273,18630
USA,2012,2,short,4,11,69,9,4,4,4,6,11,15,23,47,94,199,352,613,1218,2146,3437,5268,8935,7469,11299,10305,14513,13931,18289
USA,2012,2,short,4,12,35,4,2,3,3,7,16,30,49,100,179,263,324,384,506,722,1099,1647,3410,2560,4780,4171,6749,6595,7750
USA,2012,2,short,4,13,3,1,0,2,2,7,9,13,16,17,28,41,60,80,122,178,279,489,1056,748,1554,1277,2451,2214,3988
USA,2012,2,short,4,14,23,1,0,0,5,15,24,29,33,34,45,73,105,176,301,517,880,1584,3758,2742,5395,4634,7856,7299,11467
USA,2012,2,short,4,15,4489,33,10,9,9,9,7,8,9,9,11,15,20,21,16,19,21,28,48,35,70,68,74,58,181
USA,2012,2,short,4,16,356,99,37,45,180,275,303,326,334,378,452,472,412,335,369,448,737,1331,3270,2292,4848,4067,7374,6970,9994
USA,2013,2,short,4,0,5372,224,104,121,264,442,568,755,1045,1550,2454,3782,5415,7697,11702,18640,30558,52560,130128,92117,188981,158719,286333,266741,412559
USA,2013,2,short,4,1,118,10,3,2,4,9,16,25,42,62,96,151,213,275,370,536,898,1373,2690,2172,3492,3124,4678,4444,6189
USA,2013,2,short,4,2,31,24,22,23,27,36,61,121,229,433,775,1348,2082,3058,4490,6475,8617,11065,14082,13287,15311,14953,16465,16575,15759
USA,2013,2,short,4,3,20,3,1,1,3,4,4,8,9,11,18,22,27,40,56,86,130,202,475,332,695,539,1197,1139,1574
USA,2013,2,short,4,4,40,9,4,4,7,16,23,34,54,75,128,189,288,430,629,931,1442,2197,4304,3403,5699,5086,7669,7110,11271
USA,2013,2,short,4,5,1,0,1,1,2,5,10,15,17,24,37,51,68,96,183,519,1621,4446,18513,10999,30147,23826,50483,46796,74242
USA,2013,2,short,4,6,76,15,10,11,11,17,19,25,35,47,80,112,166,267,435,848,1910,4314,12951,8909,19210,16110,29180,27632,39153
USA,2013,2,short,4,7,73,10,4,4,11,20,38,68,117,215,368,614,924,1393,2204,3698,6588,13020,40759,26068,63506,51359,102582,93407,161694
USA,2013,2,short,4,8,26,2,2,2,3,4,8,15,25,49,79,134,191,283,485,881,1835,3686,9798,6980,14160,12259,20278,19325,26414
USA,2013,2,short,4,9,10,0,0,0,2,2,5,7,14,18,24,32,45,70,119,201,374,662,1823,1245,2717,2158,4515,4017,7720
USA,2013,2,short,4,10,44,9,3,3,3,5,8,12,18,25,34,53,81,125,192,328,622,1266,4175,2595,6623,5245,11053,9815,19034
USA,2013,2,short,4,11,74,9,4,6,5,7,10,14,27,43,99,207,372,625,1210,2206,3495,5329,9073,7659,11263,10214,14639,14079,18247
USA,2013,2,short,4,12,36,3,2,2,3,8,17,32,58,94,175,268,331,395,521,731,1074,1632,3469,2651,4736,4142,6647,6404,8209
USA,2013,2,short,4,13,4,1,0,2,2,7,8,12,12,20,29,36,59,81,126,184,284,464,974,704,1393,1143,2196,2018,3339
USA,2013,2,short,4,14,21,1,1,0,5,15,27,32,33,38,48,75,110,178,306,550,923,1566,3705,2736,5206,4485,7523,7113,10166
USA,2013,2,short,4,15,4446,36,9,9,7,7,9,9,9,10,14,16,22,21,20,18,22,33,52,43,66,53,106,93,191
USA,2013,2,short,4,16,352,92,37,49,169,283,305,325,347,387,448,475,436,360,355,446,723,1305,3285,2332,4759,4025,7121,6774,9358
USA,1999,3,short,4,0,7260,343,169,204,687,908,906,1134,1611,2365,3467,5013,7989,12571,19506,29974,46017,76716,162891,126488,233398,204242,334245,316349,453623
USA,1999,3,short,4,1,151,16,7,6,7,19,52,119,169,214,234,214,224,267,404,567,873,1388,2839,2304,3875,3443,5369,5248,6179
USA,1999,3,short,4,2,34,33,28,27,40,56,78,134,265,515,968,1713,3004,4825,7131,9885,12588,16128,19995,19291,21358,21044,22444,22558,21680
USA,1999,3,short,4,3,25,6,2,3,4,6,6,10,13,17,21,22,29,39,54,93,145,248,640,451,1005,827,1623,1505,2409
USA,1999,3,short,4,4,70,10,5,6,11,17,22,32,51,83,135,219,367,594,905,1332,1924,2993,5614,4553,7670,6846,10519,10031,13773
USA,1999,3,short,4,5,3,1,1,1,4,8,14,24,42,62,75,69,74,90,113,213,501,1346,5467,3452,9371,7623,15415,14319,22728
USA,1999,3,short,4,6,119,25,13,13,19,23,20,23,33,48,71,105,145,223,394,767,1641,3554,8341,6489,11927,10849,15654,15367,17569
USA,1999,3,short,4,7,141,13,6,8,24,34,53,106,216,419,747,1277,2162,3526,5609,8924,14670,26639,65904,48221,100153,85066,152334,142185,220033
USA,1999,3,short,4,8,28,3,1,2,3,6,11,19,41,76,127,186,319,520,915,1748,3425,6962,17164,13076,25082,22460,34151,33293,39878
USA,1999,3,short,4,9,10,0,0,1,1,3,4,8,13,23,35,51,97,178,320,560,948,1680,4143,2954,6444,5290,10436,9528,16496
USA,1999,3,short,4,10,105,12,3,3,4,6,7,11,21,28,42,55,85,146,252,511,1072,2467,8059,5248,13502,10897,22514,20201,37941
USA,1999,3,short,4,11,79,10,4,7,9,10,14,19,26,48,90,172,412,834,1605,2812,4329,6673,10311,9223,12417,11558,15386,15004,17936
USA,1999,3,short,4,12,134,8,3,4,5,8,13,36,81,162,258,314,398,540,725,997,1391,2250,4625,3680,6456,5822,8647,8244,11338
USA,1999,3,short,4,13,3,1,1,2,3,6,7,10,14,20,29,38,52,80,124,192,323,544,1338,965,2060,1746,3146,2868,5001
USA,1999,3,short,4,14,52,2,1,1,3,7,12,14,19,27,40,65,113,200,356,621,1100,2070,4994,3755,7395,6480,10559,10124,13458
