country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,1999,3,short,4,15,5960,44,12,12,12,12,11,13,13,13,18,18,23,24,26,25,34,52,83,72,105,98,132,132,131
USA,1999,3,short,4,16,345,161,83,110,537,688,580,556,593,613,578,497,487,485,573,728,1053,1722,3374,2752,4578,4192,5916,5742,7074
USA,2000,3,short,4,0,7153,326,159,202,669,927,920,1109,1598,2385,3509,5036,7867,12330,19037,29335,45445,75559,162554,125605,234375,205294,335472,316536,462508
USA,2000,3,short,4,1,135,15,5,5,8,16,46,108,167,201,240,223,219,275,377,551,855,1366,2716,2225,3672,3284,5021,4772,6686
USA,2000,3,short,4,2,40,33,28,28,40,55,77,134,262,513,969,1694,2938,4708,7055,9767,12571,16152,20183,19361,21780,21554,22565,22798,20998
USA,2000,3,short,4,3,19,6,2,2,3,5,6,10,13,16,21,25,32,43,64,89,142,269,625,456,954,789,1529,1402,2377
USA,2000,3,short,4,4,69,11,4,7,10,16,24,35,51,86,136,230,374,590,900,1329,1966,2974,5528,4483,7559,6711,10507,9881,14705
USA,2000,3,short,4,5,3,1,1,1,4,9,14,24,40,60,77,72,78,86,118,227,543,1492,5967,3727,10320,8344,17186,15944,25516
USA,2000,3,short,4,6,105,22,12,14,18,20,20,24,33,52,75,111,157,238,405,801,1733,3749,9146,7002,13312,12004,17858,17526,20085
USA,2000,3,short,4,7,131,13,5,8,21,34,56,101,203,417,744,1240,2106,3390,5305,8526,14126,25487,64650,46944,99067,84295,150419,139934,220761
USA,2000,3,short,4,8,33,3,1,3,3,7,11,20,40,79,133,194,309,539,916,1706,3348,6799,16906,12877,24737,22085,33954,32721,42232
USA,2000,3,short,4,9,12,1,0,1,1,4,6,9,14,24,38,56,94,179,333,568,937,1625,4010,2862,6240,5155,10012,9262,15044
USA,2000,3,short,4,10,90,8,3,2,4,7,8,12,19,31,40,57,90,156,270,534,1080,2513,7972,5235,13292,10846,21794,19662,36095
USA,2000,3,short,4,11,83,10,4,7,8,10,13,18,28,51,94,177,395,788,1555,2734,4238,6568,10430,9252,12721,11866,15693,15249,18674
USA,2000,3,short,4,12,133,7,3,3,4,10,15,34,83,164,264,319,399,530,694,971,1413,2231,4675,3772,6432,5782,8692,8325,11152
USA,2000,3,short,4,13,5,1,0,1,2,7,9,10,14,21,28,35,53,81,124,193,324,566,1367,960,2157,1824,3318,3019,5328
USA,2000,3,short,4,14,51,2,1,1,3,8,10,15,20,28,44,68,115,207,367,610,1123,2106,5003,3753,7434,6515,10632,10083,14313
USA,2000,3,short,4,15,5894,39,11,11,12,12,12,14,13,13,15,19,22,25,26,25,33,52,80,67,105,92,150,149,157
USA,2000,3,short,4,16,350,155,79,108,528,705,592,540,598,629,591,517,485,492,528,705,1012,1614,3296,2628,4593,4148,6143,5809,8385
USA,2001,3,short,4,0,6962,333,154,191,663,949,964,1139,1662,2408,3558,5110,7735,12049,18623,28680,44768,73932,161484,124840,232738,203365,335384,316910,460076
USA,2001,3,short,4,1,149,15,5,5,10,17,43,94,161,204,239,229,232,288,396,573,878,1354,2667,2172,3629,3317,4718,4572,5705
USA,2001,3,short,4,2,31,33,28,28,39,54,80,136,263,514,966,1695,2883,4611,6856,9639,12446,15766,19992,19208,21516,21260,22409,22748,20124
USA,2001,3,short,4,3,28,5,2,2,4,5,6,11,12,19,22,25,31,43,61,87,150,255,634,458,977,811,1556,1383,2723
USA,2001,3,short,4,4,77,13,5,6,10,16,24,33,55,83,144,242,377,593,908,1330,1954,2988,5623,4582,7647,6758,10753,10283,13926
USA,2001,3,short,4,5,2,1,1,1,4,8,15,23,39,62,82,78,78,94,131,239,608,1607,6559,4106,11330,9134,19003,17923,26296
USA,2001,3,short,4,6,97,22,12,13,20,23,21,24,34,52,75,105,159,241,411,812,1786,3900,9784,7495,14236,12648,19783,19336,22795
USA,2001,3,short,4,7,127,16,5,9,18,35,60,110,211,415,732,1243,2013,3226,5081,8089,13606,24731,63253,45797,97198,82480,148630,138024,220215
USA,2001,3,short,4,8,29,4,2,2,3,7,11,20,39,75,124,188,292,498,861,1649,3215,6490,16291,12439,23781,21175,32889,31753,40559
USA,2001,3,short,4,9,9,1,0,0,2,4,6,9,14,23,35,53,94,172,312,520,904,1553,3939,2837,6080,5045,9699,8892,15146
USA,2001,3,short,4,10,95,10,3,2,4,6,7,11,19,27,41,55,83,142,246,497,1019,2269,7484,4992,12330,10044,20320,18358,33560
USA,2001,3,short,4,11,89,9,4,6,7,11,12,18,30,49,90,179,392,796,1545,2702,4258,6409,10625,9384,13038,12142,16167,15662,19580
USA,2001,3,short,4,12,126,8,3,4,4,7,15,34,85,158,276,335,395,534,716,976,1386,2217,4672,3713,6537,5834,8997,8670,11203
USA,2001,3,short,4,13,3,0,1,1,4,6,8,10,16,20,27,38,53,81,123,193,320,562,1360,990,2081,1756,3216,2978,4823
USA,2001,3,short,4,14,42,2,0,1,3,8,11,15,21,28,46,72,123,207,393,645,1140,2104,5161,3920,7574,6683,10689,10091,14730
USA,2001,3,short,4,15,5683,43,10,10,13,14,13,12,12,15,15,18,21,26,23,27,33,45,78,68,98,81,158,143,259
USA,2001,3,short,4,16,376,152,74,101,520,728,633,580,650,666,644,557,509,498,562,701,1065,1680,3360,2678,4687,4198,6396,6094,8432
USA,2002,3,short,4,0,7053,315,152,195,670,953,959,1136,1626,2441,3584,5120,7688,11876,18165,28285,44180,73217,162287,124695,235260,205780,338870,320164,466784
USA,2002,3,short,4,1,153,12,5,6,8,15,41,86,158,202,252,254,242,290,414,608,940,1459,2805,2311,3765,3361,5186,5032,6235
USA,2002,3,short,4,2,38,31,30,28,38,53,73,136,250,501,941,1656,2825,4556,6713,9495,12350,15624,19977,19084,21709,21461,22581,22760,21354
USA,2002,3,short,4,3,22,5,2,2,4,6,7,10,13,17,23,26,31,43,59,94,139,256,631,449,983,813,1579,1465,2364
USA,2002,3,short,4,4,70,10,5,6,9,18,26,38,58,95,143,244,394,596,910,1329,1970,2999,5601,4613,7520,6700,10402,9909,13771
USA,2002,3,short,4,5,2,1,1,1,3,9,13,21,41,67,81,84,84,96,130,256,641,1746,7187,4472,12458,10157,20547,19130,30238
USA,2002,3,short,4,6,102,22,11,14,18,23,22,24,34,52,80,107,158,251,424,831,1848,4032,10527,8012,15411,13534,22005,21607,24730
USA,2002,3,short,4,7,133,11,5,8,20,32,61,107,217,425,746,1236,1988,3138,4898,7864,13123,23896,62491,44976,96491,82030,147313,136985,217938
USA,2002,3,short,4,8,31,4,2,3,3,6,10,19,38,73,125,185,289,486,836,1607,3089,6257,16081,12123,23765,21162,32913,31701,41200
USA,2002,3,short,4,9,12,1,0,1,2,3,5,11,14,23,38,53,97,167,307,501,857,1504,3788,2710,5879,4883,9380,8503,15379
USA,2002,3,short,4,10,85,10,2,3,4,5,8,11,18,28,43,57,87,150,253,513,1069,2371,7790,5125,12963,10556,21422,19339,35668
USA,2002,3,short,4,11,82,10,5,7,8,10,12,17,28,50,91,174,374,771,1465,2638,4212,6445,10676,9377,13198,12307,16328,15904,19224
USA,2002,3,short,4,12,134,9,2,3,4,9,14,34,76,164,269,342,405,508,684,960,1391,2211,4608,3669,6431,5815,8596,8292,10678
USA,2002,3,short,4,13,4,1,1,1,3,6,8,9,14,20,29,38,55,84,121,201,321,540,1418,1026,2179,1833,3398,3044,5819
USA,2002,3,short,4,14,49,1,1,1,3,7,12,15,20,27,47,72,123,207,364,642,1152,2149,5211,3956,7647,6817,10564,10027,14237
USA,2002,3,short,4,15,5780,41,11,11,13,13,12,13,13,14,17,20,24,25,23,25,31,51,74,67,87,79,117,126,52
USA,2002,3,short,4,16,359,146,70,100,531,738,633,584,634,683,660,573,514,507,563,721,1047,1679,3422,2725,4774,4272,6538,6339,7899
USA,2003,3,short,4,0,7039,318,148,190,653,972,970,1128,1601,2421,3605,5157,7532,11773,17761,27529,43466,71306,160318,122470,233816,203551,340798,321372,474825
USA,2003,3,short,4,1,129,13,5,5,8,16,36,75,149,195,246,266,261,298,395,601,949,1459,2846,2356,3797,3440,5061,4950,5827
USA,2003,3,short,4,2,36,30,29,29,36,51,76,128,245,483,934,1626,2727,4480,6550,9227,12266,15427,19811,18914,21552,21342,22294,22499,20884
USA,2003,3,short,4,3,28,5,2,3,3,6,7,10,12,17,21,26,30,41,58,91,136,237,633,437,1015,847,1607,1529,2140
USA,2003,3,short,4,4,65,13,5,6,10,17,28,38,57,91,151,246,392,608,914,1325,1944,2932,5496,4495,7441,6576,10498,9961,14206
USA,2003,3,short,4,5,0,1,1,1,4,10,16,22,41,65,86,90,84,104,136,272,700,1847,7590,4747,13109,10508,22303,20502,34730
USA,2003,3,short,4,6,107,19,13,14,20,25,24,25,34,52,79,111,163,258,429,880,1933,4116,11197,8336,16752,14775,23740,23239,27200
USA,2003,3,short,4,7,115,13,5,8,20,38,61,113,215,427,749,1210,1911,3048,4675,7501,12596,22890,61030,43565,94945,80461,146144,135527,219392
USA,2003,3,short,4,8,26,3,2,2,4,7,10,20,37,76,121,188,280,460,794,1504,2950,5891,15328,11498,22764,20048,32366,31131,40891
USA,2003,3,short,4,9,13,0,0,1,2,4,6,9,15,24,41,57,86,162,281,480,836,1422,3625,2592,5630,4642,9122,8340,14516
USA,2003,3,short,4,10,102,14,4,4,4,8,8,12,19,28,44,66,83,154,266,495,1041,2246,7496,4904,12531,10083,21185,19031,36045
USA,2003,3,short,4,11,81,9,3,6,8,11,12,17,27,47,96,171,364,797,1487,2611,4213,6282,10637,9278,13274,12345,16559,16224,18873
USA,2003,3,short,4,12,144,9,3,3,5,8,16,33,76,158,261,358,407,520,702,959,1375,2146,4504,3543,6371,5693,8768,8391,11370
USA,2003,3,short,4,13,4,1,1,1,4,6,9,12,14,21,28,41,56,87,122,202,321,546,1350,960,2106,1718,3479,3157,5698
USA,2003,3,short,4,14,54,1,0,1,3,9,13,18,22,32,48,77,127,222,378,649,1144,2149,5238,3993,7656,6742,10886,10461,13820
USA,2003,3,short,4,15,5772,42,10,10,12,12,11,12,12,15,15,18,24,24,23,22,30,46,75,61,104,89,157,146,232
USA,2003,3,short,4,16,361,145,65,97,511,747,636,586,626,692,684,605,537,509,552,711,1032,1669,3463,2791,4767,4241,6627,6283,8999
USA,2004,3,short,4,0,6977,304,148,185,649,948,982,1099,1525,2338,3532,5098,7285,11319,17091,26432,41603,68388,152818,116681,222728,194607,322996,304614,451632
USA,2004,3,short,4,1,125,12,4,4,7,16,35,71,129,187,232,274,265,299,400,599,915,1465,2801,2306,3758,3411,4995,4880,5801
USA,2004,3,short,4,2,38,30,30,26,38,51,73,125,227,464,898,1587,2651,4332,6440,9030,11980,15111,19413,18506,21167,20881,22189,22282,21533
USA,2004,3,short,4,3,24,4,3,2,4,5,8,9,11,17,20,24,30,42,57,85,132,234,595,418,937,779,1502,1376,2387
USA,2004,3,short,4,4,61,10,5,6,9,17,24,38,56,88,149,237,379,590,874,1294,1876,2861,5285,4307,7176,6476,9674,9186,13090
USA,2004,3,short,4,5,1,1,0,1,4,11,17,22,39,62,88,96,93,105,138,284,695,1852,7553,4736,13002,10473,22020,20549,32311
USA,2004,3,short,4,6,100,22,12,15,19,22,23,25,33,51,77,111,163,250,421,829,1905,4157,11383,8474,17010,14995,24191,23336,30181
USA,2004,3,short,4,7,110,12,4,8,18,34,62,108,206,405,731,1179,1784,2862,4346,6968,11672,21344,57267,40721,89277,75640,137902,127816,208481
USA,2004,3,short,4,8,33,3,2,2,3,7,11,18,35,73,121,184,265,445,781,1413,2766,5469,14020,10541,20751,18445,28976,27777,37368
USA,2004,3,short,4,9,11,0,0,1,1,4,6,10,14,23,37,53,81,147,254,454,762,1340,3368,2426,5190,4310,8329,7642,13140
USA,2004,3,short,4,10,88,10,2,2,4,6,6,10,16,27,37,57,84,143,238,470,950,2049,6592,4329,10970,8916,18294,16412,31464
USA,2004,3,short,4,11,80,10,4,5,7,9,12,14,25,47,91,170,348,761,1415,2536,4078,6078,10225,8973,12646,11831,15552,15237,17760
USA,2004,3,short,4,12,151,8,2,3,4,9,14,31,72,148,251,354,401,503,654,927,1339,2056,4352,3405,6185,5531,8517,8253,10368
USA,2004,3,short,4,13,5,1,1,2,3,6,9,9,15,19,29,40,58,83,122,191,314,550,1290,931,1984,1649,3179,2929,4928
USA,2004,3,short,4,14,52,2,1,1,3,10,14,17,22,31,49,81,130,212,371,628,1153,2095,5151,3846,7675,6754,10960,10439,14604
USA,2004,3,short,4,15,5709,42,12,9,13,11,12,11,10,13,15,19,22,22,23,23,31,44,69,59,87,78,116,100,231
USA,2004,3,short,4,16,390,138,67,99,513,730,658,580,613,681,706,631,533,523,557,701,1035,1684,3455,2703,4909,4436,6598,6400,7985
USA,2005,3,short,4,0,7078,300,146,178,639,980,1000,1134,1507,2356,3544,5189,7284,11262,16730,26258,41288,67686,155031,117432,227930,198670,332756,314370,462822
USA,2005,3,short,4,1,139,12,4,5,8,14,34,64,114,176,228,283,270,297,406,616,934,1504,2963,2414,4027,3642,5408,5270,6380
USA,2005,3,short,4,2,35,28,28,27,37,50,74,123,223,470,898,1584,2592,4266,6255,8970,11870,14967,19543,18625,21324,21099,22129,22370,20426
USA,2005,3,short,4,3,25,5,1,2,3,5,7,8,13,16,20,26,31,40,59,89,138,230,585,426,892,713,1531,1412,2370
USA,2005,3,short,4,4,59,10,5,7,10,18,24,39,60,93,147,245,390,603,882,1305,1925,2855,5487,4487,7426,6695,10048,9461,14197
USA,2005,3,short,4,5,1,0,0,1,4,12,17,21,37,66,89,102,99,116,151,312,778,2154,8764,5468,15153,12215,25678,24021,37397
USA,2005,3,short,4,6,95,20,12,13,21,23,24,24,37,54,82,119,171,262,425,881,1980,4363,12191,8951,18473,16083,27033,26210,32858
USA,2005,3,short,4,7,94,10,6,7,19,36,64,111,207,402,718,1185,1762,2808,4153,6721,11319,20556,57005,40036,89907,76076,139458,129637,208932
USA,2005,3,short,4,8,33,4,3,2,4,6,10,18,34,71,120,190,259,426,731,1329,2540,5060,13065,9786,19422,17284,27082,25827,35960
USA,2005,3,short,4,9,11,1,0,1,1,3,6,9,14,24,37,55,83,147,250,426,748,1286,3330,2368,5195,4360,8189,7593,12407
USA,2005,3,short,4,10,85,9,3,3,3,5,8,11,16,29,44,63,89,147,244,486,967,2073,6847,4459,11478,9324,19196,17382,32026
USA,2005,3,short,4,11,90,10,4,4,6,8,10,16,24,47,100,184,356,777,1456,2603,4210,6229,10744,9273,13596,12680,16879,16631,18636
USA,2005,3,short,4,12,164,9,3,3,4,8,15,29,64,144,246,354,417,506,650,918,1308,2029,4302,3340,6167,5517,8498,8227,10415
USA,2005,3,short,4,13,3,1,1,1,3,6,8,10,13,20,29,40,57,80,120,189,307,538,1298,926,2021,1645,3366,3068,5472
USA,2005,3,short,4,14,47,2,1,1,4,11,16,19,23,30,50,75,129,217,364,661,1180,2112,5304,4008,7816,6856,11255,10651,15534
USA,2005,3,short,4,15,5803,38,11,10,13,12,12,11,12,13,15,19,23,24,17,20,24,41,73,62,95,91,107,101,151
USA,2005,3,short,4,16,396,141,65,91,498,761,672,621,617,701,723,665,556,546,567,733,1060,1688,3529,2803,4938,4390,6899,6509,9659
USA,2006,3,short,4,0,7024,291,140,162,631,1006,1041,1139,1507,2314,3499,5137,7316,10813,16232,25205,40022,65343,148428,112055,220438,192127,321793,303545,451691
USA,2006,3,short,4,1,123,12,4,5,7,16,33,56,106,164,215,273,285,300,409,607,963,1519,2893,2393,3882,3614,4843,4768,5377
USA,2006,3,short,4,2,36,29,26,24,34,49,74,124,221,444,873,1552,2585,4119,6150,8735,11729,14807,19164,18083,21305,21061,22179,22392,20666
USA,2006,3,short,4,3,26,5,2,2,3,5,7,8,10,16,19,24,31,40,53,81,123,209,484,346,756,622,1236,1148,1858
USA,2006,3,short,4,4,53,10,4,5,8,17,26,39,56,95,147,240,385,580,844,1224,1797,2673,4934,4107,6572,5912,8936,8409,12687
USA,2006,3,short,4,5,0,0,1,1,4,12,18,24,36,67,89,107,108,127,187,403,1044,2785,11161,7022,19355,15790,32117,30011,47105
USA,2006,3,short,4,6,97,17,11,13,21,25,25,27,35,55,76,116,171,260,426,896,2000,4292,12100,8843,18549,16348,26427,25527,32832
USA,2006,3,short,4,7,89,11,5,8,17,36,63,115,199,396,710,1156,1750,2647,3944,6322,10676,19311,53289,37277,84990,71454,133448,123481,204390
USA,2006,3,short,4,8,36,4,2,2,3,7,9,18,35,69,114,186,267,419,697,1267,2403,4637,11870,8917,17716,15634,25169,24207,32015
USA,2006,3,short,4,9,14,0,0,1,2,4,5,9,14,21,37,50,77,124,216,375,653,1093,2702,1939,4212,3581,6474,5997,9862
USA,2006,3,short,4,10,84,10,2,1,4,6,7,10,14,26,38,58,78,130,229,428,867,1846,5774,3780,9724,7882,16319,14800,27135
USA,2006,3,short,4,11,94,9,5,5,6,8,12,16,23,49,91,181,348,718,1380,2437,3959,5956,10085,8709,12809,11991,15735,15338,18560
USA,2006,3,short,4,12,149,7,2,3,4,9,16,31,66,140,243,360,424,499,627,892,1288,1965,4141,3189,6027,5379,8346,8070,10309
USA,2006,3,short,4,13,6,1,1,1,3,6,8,10,13,20,28,38,58,80,117,184,293,483,1132,805,1778,1486,2822,2547,4782
USA,2006,3,short,4,14,46,1,1,1,3,11,15,19,23,32,49,84,133,218,370,644,1154,2095,5186,3910,7713,6859,10770,10261,14397
USA,2006,3,short,4,15,5761,38,10,8,11,12,12,11,11,11,15,16,23,23,19,20,27,35,64,53,86,77,117,102,223
USA,2006,3,short,4,16,410,136,64,83,500,785,710,623,644,709,754,696,593,529,564,688,1046,1636,3448,2682,4966,4437,6857,6487,9491
USA,2007,3,short,4,0,7073,294,137,165,604,981,1020,1126,1476,2232,3413,5064,7149,10624,15875,24472,39067,63750,144546,109010,215870,187411,317102,298805,448313
USA,2007,3,short,4,1,122,11,4,4,6,16,32,53,96,155,203,266,288,305,409,611,925,1482,2863,2380,3834,3500,5020,4889,5962
USA,2007,3,short,4,2,33,28,27,26,32,50,69,117,213,431,848,1522,2510,4045,6082,8536,11586,14743,18935,17919,20974,20675,22037,22140,21300
USA,2007,3,short,4,3,29,5,2,2,3,5,7,7,11,15,18,24,28,41,59,92,136,231,562,401,885,748,1371,1304,1851
USA,2007,3,short,4,4,64,10,5,4,8,17,26,38,59,91,141,240,371,560,800,1195,1751,2636,4850,4004,6548,5951,8671,8124,12598
USA,2007,3,short,4,5,0,1,0,1,3,7,13,16,24,45,68,80,93,111,169,373,1022,2749,11040,6862,19426,15788,32365,29892,50101
USA,2007,3,short,4,6,105,17,11,15,19,25,22,28,37,50,79,119,174,261,442,899,2054,4341,12089,8750,18791,16330,27546,26399,35773
USA,2007,3,short,4,7,107,11,6,6,16,36,65,107,196,382,681,1118,1674,2553,3748,5940,10102,18332,50804,35340,81842,68618,128884,119702,194731
USA,2007,3,short,4,8,33,3,2,2,3,6,9,17,36,65,116,180,258,398,681,1213,2314,4431,11582,8677,17412,15361,24709,23907,30459
USA,2007,3,short,4,9,17,0,0,1,2,3,5,9,16,24,34,50,75,128,207,365,611,1022,2531,1827,3944,3289,6275,5678,10554
USA,2007,3,short,4,10,71,9,3,3,3,6,8,10,14,24,36,54,77,123,202,388,784,1620,5307,3461,9011,7269,15209,13518,27335
USA,2007,3,short,4,11,90,10,5,5,7,9,12,16,23,45,94,185,344,721,1369,2427,3970,6018,10150,8740,12979,12078,16186,15879,18391
USA,2007,3,short,4,12,171,9,2,3,5,8,18,30,65,139,247,367,439,512,634,876,1278,1909,3983,3105,5746,5139,7905,7663,9640
USA,2007,3,short,4,13,4,1,0,2,3,6,8,10,13,18,27,38,52,79,122,176,291,474,1114,822,1699,1414,2711,2478,4375
USA,2007,3,short,4,14,43,2,1,1,4,10,15,19,25,30,50,80,132,211,371,657,1167,2081,5120,3898,7572,6700,10673,9963,15770
USA,2007,3,short,4,15,5740,41,11,9,9,10,11,10,11,13,14,18,20,22,18,17,26,39,55,52,59,53,81,75,120
USA,2007,3,short,4,16,442,136,58,82,480,767,701,638,636,706,754,723,613,554,562,705,1050,1641,3562,2772,5147,4498,7459,7195,9352
USA,2008,3,short,4,0,6832,293,126,152,560,933,997,1110,1438,2175,3392,5051,7150,10505,15865,24447,39124,63804,145285,108867,218436,189014,323144,304194,460176
USA,2008,3,short,4,1,122,12,3,3,6,14,30,49,79,137,188,258,304,328,417,601,986,1546,2939,2431,3959,3614,5186,5001,6522
USA,2008,3,short,4,2,33,29,27,23,34,49,73,116,214,414,842,1513,2468,3903,6020,8424,11401,14572,18691,17640,20800,20526,21777,21782,21741
USA,2008,3,short,4,3,20,6,2,2,3,5,6,8,11,13,17,24,32,41,59,86,142,233,556,392,885,749,1371,1247,2268
USA,2008,3,short,4,4,63,11,5,6,8,19,25,37,58,91,144,227,364,552,802,1182,1710,2527,4801,3935,6540,5890,8853,8380,12273
USA,2008,3,short,4,5,1,1,1,0,2,6,11,14,25,42,61,84,93,115,184,426,1174,3205,12624,7849,22217,17914,37530,34825,57085
USA,2008,3,short,4,6,107,18,10,13,21,27,24,28,34,55,84,119,172,268,454,950,2153,4596,12849,9319,19939,17257,29484,28389,37403
USA,2008,3,short,4,7,102,12,5,7,17,35,64,111,192,376,681,1124,1655,2515,3691,5822,9914,17782,49880,34457,80858,67645,127881,118500,195715
USA,2008,3,short,4,8,36,4,2,3,3,6,10,18,34,64,111,170,253,377,659,1168,2239,4353,11107,8225,16897,14842,24209,23005,32915
USA,2008,3,short,4,9,13,0,0,0,2,3,5,9,16,20,32,45,69,109,190,328,558,925,2312,1666,3609,3018,5714,5240,9141
USA,2008,3,short,4,10,71,12,2,3,3,7,8,12,17,27,42,64,87,141,223,422,831,1680,5343,3453,9140,7308,15661,14086,27047
USA,2008,3,short,4,11,76,10,4,5,6,10,12,15,23,47,95,195,361,753,1457,2586,4251,6374,10778,9236,13876,12880,17422,16977,20641
USA,2008,3,short,4,12,147,9,3,2,4,9,17,37,67,141,246,371,449,525,638,875,1285,1897,3920,3057,5653,4984,8035,7757,10052
USA,2008,3,short,4,13,5,0,1,1,2,5,7,9,14,17,27,35,53,77,119,180,284,470,1090,788,1697,1440,2612,2365,4395
USA,2008,3,short,4,14,43,1,1,1,3,10,15,19,23,32,46,81,133,218,368,646,1123,1971,4736,3591,7037,6196,10029,9567,13372
USA,2008,3,short,4,15,5541,38,10,8,11,12,10,10,11,12,14,19,21,24,18,20,25,29,59,52,75,65,108,120,23
USA,2008,3,short,4,16,451,131,51,74,434,717,680,618,622,686,762,722,635,558,565,731,1048,1643,3601,2778,5253,4686,7273,6954,9585
USA,2009,3,short,4,0,6564,275,125,151,520,883,980,1114,1442,2145,3353,5054,7139,10257,15385,23573,37604,61382,137219,103464,205051,177512,302173,284631,429547
USA,2009,3,short,4,1,190,11,4,4,7,13,29,47,77,123,175,247,311,329,427,614,977,1566,2951,2447,3963,3578,5319,5227,5985
USA,2009,3,short,4,2,35,27,26,23,31,49,73,122,219,412,828,1517,2454,3845,5821,8224,11187,14339,18296,17364,20167,19889,21145,21324,19840
USA,2009,3,short,4,3,24,5,2,2,3,5,6,8,10,15,18,24,32,39,56,87,127,205,520,362,837,683,1377,1264,2197
USA,2009,3,short,4,4,51,9,4,6,9,17,28,38,57,93,145,235,355,541,766,1114,1639,2438,4548,3734,6185,5537,8471,8082,11298
USA,2009,3,short,4,5,0,0,0,1,2,7,10,14,23,37,60,81,93,111,184,446,1202,3154,12424,7777,21761,17606,36412,33576,57008
USA,2009,3,short,4,6,93,18,10,12,19,26,26,29,38,54,82,119,179,274,450,905,2039,4399,12163,8825,18872,16357,27740,26475,36921
USA,2009,3,short,4,7,101,10,5,6,16,34,60,109,197,371,660,1088,1626,2422,3563,5572,9384,16957,46500,32351,74933,62768,117838,109235,180308
USA,2009,3,short,4,8,38,3,2,2,3,6,10,18,33,61,112,169,241,370,608,1135,2150,4025,10204,7608,15421,13530,22089,21216,28425
USA,2009,3,short,4,9,12,1,0,1,1,3,4,9,15,23,34,47,67,107,183,296,518,876,2139,1548,3326,2759,5326,4830,8922
USA,2009,3,short,4,10,81,11,6,6,8,13,21,21,26,40,55,80,103,138,227,395,766,1486,4485,2935,7601,6108,12868,11667,21589
USA,2009,3,short,4,11,74,11,5,5,7,12,14,17,26,45,102,208,368,718,1401,2448,3991,6137,10194,8735,13127,12145,16590,16154,19750
USA,2009,3,short,4,12,57,5,2,2,4,10,20,35,68,138,245,373,469,515,629,832,1193,1765,3636,2840,5236,4716,7070,6713,9662
USA,2009,3,short,4,13,4,1,1,1,2,6,7,10,12,19,26,39,53,72,112,177,271,425,1007,741,1540,1259,2534,2297,4259
USA,2009,3,short,4,14,33,2,1,1,4,13,17,21,27,34,51,82,127,209,358,631,1122,1957,4603,3464,6892,5975,10125,9550,14302
USA,2009,3,short,4,15,5347,34,11,9,11,11,11,10,11,12,15,16,21,21,21,15,21,29,56,48,73,69,88,81,135
USA,2009,3,short,4,16,424,127,47,70,395,657,642,605,604,668,745,728,641,545,577,681,1017,1623,3494,2685,5118,4533,7184,6942,8946
USA,2010,3,short,4,0,6194,266,115,143,496,859,958,1096,1396,2005,3259,4913,7075,10061,15193,23216,37293,61206,137710,102873,206418,178287,305209,287508,433064
USA,2010,3,short,4,1,183,11,4,3,5,14,23,40,61,103,163,227,305,320,407,596,945,1506,2864,2387,3806,3421,5157,5033,6050
USA,2010,3,short,4,2,29,26,24,26,30,49,72,117,208,388,803,1499,2421,3766,5766,8151,11055,14325,18318,17288,20350,19981,21648,21771,20762
USA,2010,3,short,4,3,25,5,2,2,3,5,6,8,11,12,17,23,29,39,56,82,129,212,534,363,872,719,1406,1307,2123
USA,2010,3,short,4,4,49,9,4,6,8,17,26,38,57,89,146,224,359,524,754,1081,1615,2414,4540,3638,6319,5656,8646,8244,11549
USA,2010,3,short,4,5,0,1,0,1,2,6,12,17,22,37,62,82,97,123,215,461,1329,3519,13838,8594,24181,19655,40073,37244,60503
USA,2010,3,short,4,6,92,17,10,11,18,24,24,28,36,51,79,120,174,273,464,914,2151,4549,12551,9056,19444,16815,28678,27364,38170
USA,2010,3,short,4,7,87,10,4,6,16,33,58,109,192,350,658,1063,1603,2334,3453,5347,9124,16460,45532,31297,73607,61264,116951,108330,179224
USA,2010,3,short,4,8,34,3,2,2,4,5,8,18,31,62,103,164,235,362,607,1100,2087,3965,10071,7421,15298,13423,21884,21013,28171
USA,2010,3,short,4,9,12,0,0,0,2,3,5,10,15,22,34,45,67,108,178,285,501,855,2063,1468,3238,2726,5036,4637,7919
USA,2010,3,short,4,10,62,7,2,2,2,7,8,11,15,24,36,53,81,123,208,377,715,1449,4337,2858,7254,5887,12054,10763,21379
USA,2010,3,short,4,11,88,11,5,5,6,9,12,17,24,41,94,195,360,682,1386,2463,4011,6080,10177,8682,13127,12196,16395,15887,20062
USA,2010,3,short,4,12,54,5,2,2,4,8,18,36,71,131,249,367,475,527,637,828,1195,1770,3559,2777,5102,4523,7133,6875,9002
USA,2010,3,short,4,13,5,1,1,1,3,5,7,9,12,16,24,37,50,76,111,169,266,423,978,709,1509,1246,2430,2220,3949
USA,2010,3,short,4,14,33,1,1,1,3,9,15,19,25,31,47,79,132,212,364,643,1110,1995,4675,3517,6960,6094,10002,9394,14393
USA,2010,3,short,4,15,5034,37,9,7,10,10,10,10,11,12,14,17,22,21,18,19,24,32,56,46,75,72,86,74,170
USA,2010,3,short,4,16,407,123,46,66,380,655,653,611,605,635,729,718,665,571,568,699,1038,1650,3616,2773,5278,4608,7631,7353,9639
